id,NO DE OBRA PICASO / OFICIO DE APROBACIÓN / NÚMERO DE CONTRATO,SIGLAS DEPENDENCIA O ENTIDAD EJECUTORA,TIPO,NOMBRE DEL PROGRAMA PRESUPUESTARIO,NOMBRE DE LA OBRA/ACCIÓN/PROYECTO,FF FEDERAL,FUENTE FEDERAL,IMPORTE (Aprobado),FF ESTATAL,FUENTE ESTATAL,IMPORTE,FF RECURSOS PROPIOS,RECURSOS PROPIOS,IMPORTE,FF MUNICIPAL,FUENTE MUNICIPAL,IMPORTE,IMPORTE CONTRATADO,IMPORTE  EJERCIDO,LOCALIDAD DE LA OBRA,MUNICIPIO DE LA OBRA,"FECHA 
INICIO","FECHA
FIN",fecha_c,fecha_u_m
453,22021903007,SNE,APOYO,PROGRAMA DE APOYO AL EMPLEO,CURSO DE APOYO GENERAL A EMPRESAS,,PROGRAMA DE APOYO AL EMPLEO," $118,000.00 ",,,,,,,,,,,,CENTRO,AMEALCO,25/03/2019,08/05/2019,08/06/2019,
454,22021903021,SNE,APOYO,PROGRAMA DE APOYO AL EMPLEO,CURSO DE FLORISTERIA,,PROGRAMA DE APOYO AL EMPLEO," $49,704.00 ",,,,,,,,,,,,EL ORGANAL,SAN JUAN DEL RÍO,08/05/2019,07/05/2019,08/06/2019,
455,22021903012,SNE,APOYO,PROGRAMA DE APOYO AL EMPLEO,CURSO DE APOYO GENERAL A EMPRESAS,,PROGRAMA DE APOYO AL EMPLEO," $118,000.00 ",,,,,,,,,,,,CENTRO,SAN JUAN DEL RÍO,28/03/2019,11/05/2019,08/06/2019,
456,22021903011,SNE,APOYO,PROGRAMA DE APOYO AL EMPLEO,CURSO DE APOYO GENERAL A EMPRESAS,,PROGRAMA DE APOYO AL EMPLEO," $118,000.00 ",,,,,,,,,,,,CENTRO,SAN JUAN DEL RÍO,28/03/2019,11/05/2019,08/06/2019,
457,22031903004,SNE,APOYO,PROGRAMA DE APOYO AL EMPLEO,CURSO DE APOYO GENERAL A EMPRESAS,,PROGRAMA DE APOYO AL EMPLEO," $61,072.00 ",,,,,,,,,,,,LANDA DE MATAMOROS,LANDA DE MATAMOROS,28/03/2019,26/04/2019,08/06/2019,
458,22021905002,SNE,APOYO,PROGRAMA DE APOYO AL EMPLEO,CURSO DE VENTAS Y ATENCIÓN A CLIENTES,,PROGRAMA DE APOYO AL EMPLEO," $80,000.00 ",,,,,,,,,,,,CENTRO,SAN JUAN DEL RÍO,09/05/2019,07/06/2019,08/06/2019,
459,22041902001,SNE,APOYO,PROGRAMA DE APOYO AL EMPLEO,EJECUTIVO TELEFÓNICO,,PROGRAMA DE APOYO AL EMPLEO," $45,245.20 ",,,,,,,,,,,,QUERÉTARO,QUERÉTARO,14/02/2019,20/13/19,08/06/2019,
460,22021904008,SNE,APOYO,PROGRAMA DE APOYO AL EMPLEO,CURSO DE OPERADOR DE INYECCIÓN DE PLASTICO,,PROGRAMA DE APOYO AL EMPLEO," $135,438.72 ",,,,,,,,,,,,FRACC. IND.FINSA,EL MARQUÉS,02/05/2019,30/06/2019,08/06/2019,
461,22021905004,SNE,APOYO,PROGRAMA DE APOYO AL EMPLEO,CURSO DE OPERADOR DE INYECCIÓN DE PLASTICO,,PROGRAMA DE APOYO AL EMPLEO," $50,053.44 ",,,,,,,,,,,,FRACC. IND.FINSA,EL MARQUÉS,09/05/2019,07/06/2019,08/06/2019,
462,22021904009,SNE,APOYO,PROGRAMA DE APOYO AL EMPLEO,CURSO DE EJECUTIVO TELÉFONICO,,PROGRAMA DE APOYO AL EMPLEO," $128,800.00 ",,,,,,,,,,,,Z.I. BENITO JUAREZ,QUERÉTARO,06/05/2019,04/07/2019,08/06/2019,
463,22021904012,SNE,APOYO,PROGRAMA DE APOYO AL EMPLEO,CURSO DE OPERADOR DE AUTOTRANSPORTE DE CARGA,,PROGRAMA DE APOYO AL EMPLEO," $212,160.00 ",,,,,,,,,,,,CALAMANDA,EL MARQUÉS,06/05/2019,04/07/2019,08/06/2019,
464,22021902004,SNE,APOYO,PROGRAMA DE APOYO AL EMPLEO,CURSO DE AYUDANTE GENERAL,,PROGRAMA DE APOYO AL EMPLEO," $28,750.40 ",,,,,,,,,,,,P.I. SAN PEDRITO,QUERÉTARO,25/02/2019,26/03/2019,08/06/2019,
465,22021902001,SNE,APOYO,PROGRAMA DE APOYO AL EMPLEO,CURSO DE OPERADOR DE MAQUINA DE COSER,,PROGRAMA DE APOYO AL EMPLEO," $73,088.40 ",,,,,,,,,,,,CARR. COLON-TOLIMAN,COLÓN,13/02/2019,29/03/2019,08/06/2019,
466,22021902003,SNE,APOYO,PROGRAMA DE APOYO AL EMPLEO,CURSO DE AYUDANTE GENERAL,,PROGRAMA DE APOYO AL EMPLEO," $45,179.20 ",,,,,,,,,,,,P.I. SAN PEDRITO,QUERÉTARO,18/02/2019,19/03/2019,08/06/2019,
467,22021903006,SNE,APOYO,PROGRAMA DE APOYO AL EMPLEO,CURSO DE OPERADOR DE INYECCIÓN DE PLASTICO,,PROGRAMA DE APOYO AL EMPLEO," $164,881.92 ",,,,,,,,,,,,FRACC. IND.FINSA,EL MARQUÉS,18/03/2019,16/05/2019,08/06/2019,
468,22021903016,SNE,APOYO,PROGRAMA DE APOYO AL EMPLEO,CURSO DE AYUDANTE GENERAL,,PROGRAMA DE APOYO AL EMPLEO," $76,600.00 ",,,,,,,,,,,,PIE DE LA CUESTA,QUERÉTARO,18/03/2019,16/05/2019,08/06/2019,
469,22021903009,SNE,APOYO,PROGRAMA DE APOYO AL EMPLEO,CURSO DE ADMINISTRADOR DE PROYECTOS,,PROGRAMA DE APOYO AL EMPLEO," $163,608.00 ",,,,,,,,,,,,PIE DE LA CUESTA,QUERÉTARO,29/03/2019,27/05/2019,08/06/2019,
470,22021904002,SNE,APOYO,PROGRAMA DE APOYO AL EMPLEO,AYUDANTE GENERAL,,PROGRAMA DE APOYO AL EMPLEO," $118,000.00 ",,,,,,,,,,,,CADEREYTA DE MONTES,CADEREYTA DE MONTES,09/04/2019,23/05/2019,08/06/2019,
471,22041903003,SNE,APOYO,PROGRAMA DE APOYO AL EMPLEO,CURSO DIS.PROD. INDUS,,PROGRAMA DE APOYO AL EMPLEO," $48,000.00 ",,,,,,,,,,,,REFORMA AGRARIA,QUERÉTARO,15/03/2019,13/05/2019,08/06/2019,
472,,IIFEQ,OBRA,,CONSTRUCCIÓN DE UN AULA DIDACTICA EN EL J.N. BICENTENARIO DE MÉXICO,,,,,,,,,,,,,,,PASEOS DEL MARQUÉS,EL MARQUÉS,,,08/06/2019,
473,2019-00489,IIFEQ,OBRA,,"CONSTRUCCIÓN DE BARDA PERIMETRAL Y TECHUMBRE, EN LA TELESECUNDARIA JESUS URUETA, LA ESTACADA, QUERÉTARO, QRO. (PEO: 19-047)",,,,08Q,ISN 2019," $1,966,255.97 ",,,,,,, $-   ,,"ESTACADA, LA",QUERÉTARO,,,08/06/2019,
474,2019-00493,IIFEQ,OBRA,,"REHABILITACIÓN DE BARDA PERIMETRAL Y REHABILITACIÓN, EN LA PRIMARIA LIC. ADOLFO LÓPEZ MATEOS, EN CERRO DE LA CRUZ, QUERÉTARO, QRO. (PEO: 19-052)",,,,08Q,ISN 2019," $2,500,000.00 ",,,,,,, $-   ,,CERRO DE LA CRUZ,QUERÉTARO,,,08/06/2019,
475,2019-IIF-052,IIFEQ,OBRA,,CONSTRUCCIÓN DE DOS AULAS DIDÁCTRICAS PRIM GRACIANO SANCHEZ,99P,FAM BASICA 2019,,,,,,,,,,," $861,560.23 ",,EL ROSARIO,EL MARQUÉS,01/07/2019,18/09/2019,08/06/2019,
476,2019-00494,IIFEQ,OBRA,,"CONSTRUCCIÓN DE TECHUMBRE Y REHABILITACIÓN EN LA PRIMARIA JOSÉ MARÍA MORELOS Y PAVÓN, EN SAN FRANCISCO, HUIMILPAN, QRO. (PEO: 19-058)",,,,08Q,ISN 2019," $2,000,000.00 ",,,,,,, $-   ,,SAN FRANCISCO (SAN FRANCISCO NEVERIA),HUIMILPAN,,,08/06/2019,
477,2019-00490,IIFEQ,OBRA,,"CONSTRUCCIÓN DE TECHUMBRE EN LA PRIMARIA BENITO JUÁREZ, EN EL PERAL, HUIMILPAN, QRO. (PEO: 19-057)",,,,08Q,ISN 2019," $1,382,310.72 ",,,,,,, $-   ,,"PERAL, EL",HUIMILPAN,,,08/06/2019,
478,2019-00488,IIFEQ,OBRA,,"CONSTRUCCIÓN DE TECHUMBRE Y  REHABILITACIÓN, EN LA SECUNDARIA TÉCNICA NO. 12 IGNACIO MANUEL ALTAMIRANO, EN MENCHACA II, QUERÉTARO, QRO. (PEO: 19-046)",,,,08Q,ISN 2019," $2,500,000.00 ",,,,,,, $-   ,,COL. MENCHACA II,QUERÉTARO,,,08/06/2019,
479,2019-00377,IIFEQ,OBRA,,"REHABILITACIÓN DE CANCELERÍA, SALA DE MAESTROS, CANCHAS DE USOS MÚLTIPLES, Y RECONSTRUCCIÓN DE AULA DE DANZA, EN EL COBAQ NO. 3 CORREGIDORA, EN SAN JOSÉ DE LOS OLVERA, CORREGIDORA, QRO. (PEO: 18-242) ",,,,92P,ISN 2018 - 2," $6,679,352.99 ",,,,,,, $-   ,,SAN JOSE DE LOS OLVERA,CORREGIDORA,,,08/06/2019,
480,2019-00080,P.M. HUIMILPAN,OBRA,,"URBANIZACION DE CAMINO DE ACCESO PRINCIPAL, EL RINCON; HUIMILPAN, QRO. ",,,,F19,GEQ PA 2019," $1,082,901.00 ",,,,,,," $1,065,244.87 ",,"RINCON, EL",HUIMILPAN,17/05/2019,14/08/2019,08/06/2019,
481,2019-00160,P.M. PEÑAMILLER,OBRA,,"PAVIMENTACION DE CALLE MANUEL DOBLADO Y ANDADOR  BRAVO EN LA CABECERA MUNICIPAL DE PEÑAMILLER, QUERETARO.",,,,08Q,ISN 2019," $1,199,753.66 ",,,,,,," $1,199,009.10 ",,PEÑAMILLER,PEÑAMILLER,30/05/2019,27/08/2019,08/06/2019,
482,2019-IIF-065,IIFEQ,OBRA,,CONSTRUCCIÓN DE AULA DIDÁCTICA EN ELPREESCOLAR MARTHA FERNANDEZ DE CORDOBA,99P,FAM BASICA 2019,749885.25,,,,,,,,,,,,LA LOMA ,EL MARQUÉS,,,08/06/2019,
483,2019-00461,IIFEQ,OBRA,,"CONSTRUCCIÓN DE BARDA Y REHABILITACIÓN GENERAL, EN LA TELESECUNDARIA AMADO NERVO, EN SAN PEDRO, HUIMILPAN, QRO. (PEO: 19-041)",,,,08Q,ISN 2019," $1,500,000.26 ",,,,,,, $-   ,,SAN PEDRO,HUIMILPAN,,,08/06/2019,
484,2019-00276,P.M. EL MARQ.,OBRA,,"URBANIZACIÓN DE VARIAS CALLES; SAN JOSÉ NAVAJAS, EL MARQUÉS, QRO.",,,,92P,ISN 2018-2," $6,000,000.00 ",,,,,,, $-   ,,SAN JOSE NAVAJAS,EL MARQUÉS,,,08/06/2019,
485,2019-00275,P.M. EL MARQ.,OBRA,,"URBANIZACIÓN DE VARIAS CALLES; SANTA MARÍA DE LOS BAÑOS, EL MARQUÉS QRO.",,,,92P,ISN 2018-2," $5,000,000.00 ",,,,,,, $-   ,,SANTA MARIA DE LOS BAÑOS,EL MARQUÉS,,,08/06/2019,
486,2019-00277,P.M. EL MARQ.,OBRA,,"URBANIZACIÓN DE VARIAS CALLES; GUADALUPE LA VENTA, EL MARQUÉS, QRO.",,,,92P,ISN 2018-2," $6,500,000.00 ",,,,,,, $-   ,,GUADALUPE LA VENTA,EL MARQUES,,,08/06/2019,
487,2019-00338,P.M. COLON,OBRA,,"REHABILITACION DE CALLES PUEBLA Y SAN LUIS CABECERA MUNICIPAL, COLON, QUERETARO",,,,21E,ISN EMPRESA," $1,490,000.00 ",,,,,,," $1,485,290.42 ",,COLON,COLON,25/06/2019,07/10/2019,08/06/2019,
488,2019-00332,P.M. COLON,OBRA,,"AMPLIACION DE RED DE ENERGÍA ELÉCTRICA EN LA LOCALIDAD DE AJUCHITLAN,  COLON QRO.-49845",05Q,FISE 2019," $3,321,991.08 ",,,,,,,,,," $3,315,789.55 ",,AJUCHITLAN,COLON,25/06/2019,07/10/2019,08/06/2019,
489,2019-00272,P.M. COLON,OBRA,,"EMPEDRADO CON PIEDRA BOLA AHOGADA EN MORTERO EN  LA CALLE PEÑITAS 2DA ETAPA, EN LA LOCALIDAD DE LA ESPERANZA, COLON, QRO.",07Q,FAFEF 2019," $1,350,000.00 ",,,,,,,,,, $-   ,,ESPERANZA,COLON,,,08/06/2019,
490,2019-00304,P.M. COLON,OBRA,,"EMPEDRADO CON PIEDRA BOLA AHOGADA CON MORTERO SOBRE LA CALLE AQUILES SERDÁN, EL PUERTECITO 2DA ETAPA, EN LA CABECERA MUNICIPAL, COLON,QRO.",07Q,FAFEF 2019," $900,000.00 ",,,,,,,,,," $899,372.46 ",,COLON,COLON,24/06/2019,06/09/2019,08/06/2019,
491,2019-00274,P.M. COLON,OBRA,,"CONSTRUCCIÓN DE ARCOTECHO EN CANCHA DE USOS MÚLTIPLES, Y REHABILITACION DE EXPLANADA EN BARRIO DEL TEPETATE,COLON,QRO",07Q,FAFEF 2019," $1,150,000.00 ",,,,,,,,,, $-   ,,COLON,COLON,,,08/06/2019,
492,2019-IIF-057,IIFEQ 2019,OBRA,,CONSTRUCCIÓN DE UN AULA DIDÁCTICA EN EL PREESCOLAR RA NANTHA,99P,FAM BASICA 2019,510696.44,,,,,,,,,, $-   ,,MESA DE RAMÍREZ,TOLIMÁN,,,08/06/2019,
493,2019-IIF-059,IIFEQ 2019,OBRA,,CONSTRUCCIÓN DE UN AULA DIDÁCTICA EN LA TELESECUNDARIA ROSARIO CASTELLANOS,99P,FAM BASICA 2019,745061.09,,,,,,,,,, $-   ,,URECHO,COLON,,,08/06/2019,
494,2019-00311,P.M. TOLIMÁN,OBRA,,"AMPLIACION DE RED DE ENERGIA ELECTRICA EN CALLE SIN NOMBRE LOCALIDAD DE NOGALES, TOLIMAN, QRO.  -45983-",05Q,FISE 2019," $360,152.12 ",,,,,,,,,, $-   ,,NOGALES,TOLIMÁN,,,08/06/2019,
495,2019-00313,P.M. TOLIMÁN,OBRA,,CONSTRUCCION DE EMPEDRADO AHOGADO CON MORTERO EN CALLE DE ACCESO A LA ESCUELA PRIMARIA DE LA LOCALIDAD DE BARRIO DE GARCIA.,07Q,FAFEF 2019," $591,725.50 ",,,,,,,,,, $-   ,,BARRIO DE GARCIA,TOLIMÁN,,,08/06/2019,
496,2019-00320,P.M. TOLIMÁN,OBRA,,"CONSTRUCCION DE EMPEDRADO AHOGADO EN MORTERO EN CALLE JUAREZ EN LA LOCALIDAD DE NOGALES, MUNICIPIO DE TOLIMAN QUERETARO.",,,,21E,ISN EMPRESA," $1,453,101.00 ",,,,,,, $-   ,,NOGALES,TOLIMÁN,,,08/06/2019,
497,2019-00319,P.M. TOLIMÁN,OBRA,,"CONSTRUCCION DE EMPEDRADO AHOGADO EN MORTERO A UN COSTADO DE CARRETERA ESTATAL EN LA LOCALIDAD DE LA ESTANCIA, MUNICIPIO DE TOLIMAN QUERETARO.",07Q,FAFEF 2019," $669,364.00 ",,,,,,,,,," $669,320.96 ",,"ESTANCIA, LA",TOLIMÁN,17/06/2019,14/09/2019,08/06/2019,
498,2019-00303,P.M. TOLIMÁN,OBRA,,"AMPLIACION DE RED DE ENERGIA ELECTRICA EN VARIAS CALLES, LOCALIDAD DE GUDINOS, TOLIMAN, QRO. 12720							 									",05Q,FISE 2019," $2,000,412.24 ",,,,,,,,,," $1,994,078.51 ",,GUDINOS,TOLIMÁN,18/06/2019,15/10/2019,08/06/2019,
499,2019-00318,P.M. TOLIMÁN,OBRA,,"CONSTRUCCION DE EMPEDRADO AHOGADO EN MORTERO EN CALLE SIN NOMBRE EN LA LOCALIDAD DE GUDINOS, MUNICIPIO DE TOLIMAN QUERETARO.",07Q,FAFEF 2019," $1,339,660.02 ",,,,,,,,,,,,GUDINOS,TOLIMÁN,,,08/06/2019,
500,2019-00312,P.M. TOLIMÁN,OBRA,,CONSTRUCCION DE ALCANTARILLADO SANITARIO PARA BENEFICIAR A LA COLONIA LINDA VISTA EN LA LOCALIDAD EL GRANJENO TOLIMAN QRO - 50062-,05Q,FISE 2019," $5,370,972.29 ",,,,,,,,,," $5,317,793.90 ",,GRANJENO,TOLIMÁN,18/06/2019,14/11/2019,08/06/2019,
501,2019-00309,P.M. TOLIMÁN,OBRA,,"AMPLIACION DE RED DE ENERGIA ELECTRICA EN CALLE PRINCIPAL LOCALIDAD DE SAN MIGUEL TOLIMAN, QRO. -50361-",05Q,FISE 2019," $1,137,809.58 ",,,,,,,,,," $1,130,564.01 ",,SAN MIGUEL,TOLIMÁN,18/06/2019,15/10/2019,08/06/2019,
502,2019-00484,IIFEQ 2019,OBRA,,"TERMINACIÓN DE TECHUMBRE Y REHABILITACIÓN, EN EL PREESCOLAR CREATIVIDAD, EN LA LAGUNITA, LANDA DE MATAMOROS, QRO. (PEO 19-043)",,,,08Q,ISN 2019," $1,499,999.99 ",,,,,,, $-   ,,"LAGUNITA, LA",LANDA DE MATAMOROS,,,08/06/2019,
503,2019-00388,IIFEQ 2019,OBRA,,"REHABILITACIÓN GENERAL, EN LA TELESECUNDARIA JOSÉ SUAREZ OLVERA, EN LA LAGUNITA LANDA DE MATAMOROS, QRO. (PEO: 19-044)",,,,92P,ISN 2018-2," $1,999,997.98 ",,,,,,, $-   ,,"LAGUNITA, LA",LANDA DE MATAMOROS,,,08/06/2019,
504,2019-00483,IIFEQ 2019,OBRA,,"REHABILITACIÓN GENERAL, EN LA PRIMARIA CINCO DE MAYO, EN PIEDRAS ANCHAS, JALPAN DE SERRA, QRO. (PEO 19-042).",,,,08Q,ISN 2019," $1,499,893.80 ",,,,,,, $-   ,,PIEDRAS ANCHAS,JALPAN,,,08/06/2019,
505,2019-00491,IIFEQ 2019,OBRA,,"REHABILITACIÓN Y REPARACIÓN DE BARDA, EN EL PREESCOLAR QUERÉTARO, EN EL RANCHITO, PINAL DE AMOLES, QRO. (PEO: 19-045)",,,,08Q,ISN 2019," $1,267,411.38 ",,,,,,, $-   ,,"RANCHITO, EL",PINAL DE AMOLES,,,08/06/2019,
506,2019-00473,IIFEQ 2019,OBRA,,"CONSTRUCCIÓN DE TECHUMBRE, EN LA PRIMARIA BENITO JUÁREZ, EN EL REFUJIO, ARROYO SECO, QRO. (PEO: 19-037)",,,,08Q,ISN 2019," $1,800,000.00 ",,,,,,, $-   ,,"REFUGIO, EL",ARROYO SECO,,,08/06/2019,
507,2019-00331,P.M. ARROYO SECO,OBRA,,"PAVIMENTACIÓN CON CONCRETO HIDRÁULICO E ILUMINACIÓN DE CAMINO DE ACCESO DE LA UNIVERSIDAD AUTÓNOMA DE QUERÉTARO 3ER ETAPA, CÁMPUS CONCÁ, ARROYO SECO",,,,92P,ISN 2018-2," $3,582,950.00 ",,,,,,," $3,581,391.12 ",,CONCA,ARROYO SECO,17/06/2019,06/09/2019,08/06/2019,
508,2019-00197,P.M. HUIMILPAN,OBRA,,"MODERNIZACIÓN DE CALLE DEL RÍO, HUIMILPAN, QRO.",07Q,FAFEF 2019," $7,888,063.94 ",,,,,,,,,," $7,858,428.62 ",,HUIMILPAN,HUIMILPAN,27/05/2019,24/08/2019,08/06/2019,
509,2019-00415,P.M. HUIMILPAN,OBRA,,"AMPLIACION DE RED DE ENERGIA ELECTRICA VARIAS CALLES EN LA LOCALIDAD DE LAGUNILLAS, HUIMILPAN; QRO. - 10879",05Q,FISE 2019," $572,273.09 ",,,,,,,,,," $565,868.73 ",,LAGUNILLAS,HUIMILPAN,21/06/2019,19/08/2019,08/06/2019,
510,2019-IIF-015,IIFEQ 2019,OBRA,99P FAM BÁSICA 2019,Construcción de un aula,99P,FAM BASICA 2019," $634,915.66 ",,,,,,,,,," $634,915.66 ",,Cerro Prieto ,Cadereyta,25/03/2019,02/06/2019,08/06/2019,
511,2019-00475,IIFEQ 2019,OBRA,RECURSO ESTATAL,Construcción de barda  ,,,,08Q,ISN 2019," $1,985,942.86 ",,,,,,, EN LICITACION  ,,Tierra Blanca ,El Marqués,24/07/2019,01/07/2019,08/06/2019,
512,2019-00524,IIFEQ 2019,OBRA,RECURSO ESTATAL,Construcción de barda perimetral ,,,, 21E ,ISN EMPRESA," $2,000,000.00 ",,,,,,, EN LICITACION  ,,San Sebastián de las Barrancas Norte ,San Juan del Río ,,,08/06/2019,
513,2019-00515,IIFEQ 2019,OBRA,RECURSO ESTATAL,Renovación de baños,,,, 21E ,ISN EMPRESA," $797,627.32 ",,,,,,, EN LICITACION  ,,Purisima de Arista,Arroyo Seco ,,,08/06/2019,
514,2019-00525,IIFEQ 2019,OBRA,RECURSO ESTATAL,Construcción de techumbre y rehabilitación,,,, 21E ,ISN EMPRESA," $2,199,999.40 ",,,,,,, EN LICITACION  ,,El Madroño,Landa de Matamoros,,,08/06/2019,
515,2019-00549,IIFEQ 2019,OBRA,RECURSO ESTATAL,Construcción de Techumbre y rehabilitación,,,, 21E ,ISN EMPRESA," $2,199,999.98 ",,,,,,, EN LICITACION  ,,Escolásticas,Pedro Escobedo,,,08/06/2019,
516,2019-00544,IIFEQ 2019,OBRA,RECURSO ESTATAL,Construcción de tres aulas didácticas,,,, 21E ,ISN EMPRESA," $1,448,080.00 ",,,,,,, EN LICITACION  ,,San Isidro Miranda,El Marqués,,,08/06/2019,
517,2019-00560,IIFEQ 2019,OBRA,RECURSO ESTATAL,"Construcción de dirección, baños y plazoleta ",,,, 21E ,ISN EMPRESA," $3,394,896.53 ",,,,,,, EN LICITACION  ,,Fundadores,San Juan del Río,,,08/06/2019,
518,2019-IIF-038,IIFEQ 2019,OBRA,99P FAM BÁSICA 2019, Construcción de un aula didáctica ,99P,FAM BASICA 2019," $653,167.10 ",,,,,,,,,," $653,167.10 ",, Santiago de Querétaro , Querétaro ,03/06/2019,11/08/2019,08/06/2019,
519,2019-IIF-039,IIFEQ 2019,OBRA,99P FAM BÁSICA 2019, Construcción de un aula didáctica ,99P,FAM BASICA 2019," $668,166.00 ",,,,,,,,,," $668,166.00 ",, Paniagua , HUIMILPAN ,03/06/2019,11/08/2019,08/06/2019,
520,2019-IIF-057,IIFEQ 2019,OBRA,REMANENTES 25% FAM POTENCIADO,Construcción de un aula didáctica,99P,FAM BASICA 2019," $510,696.44 ",,,,,,,,,, EN LICITACION  ,,Mesa de Ramírez,Tolimán,26/06/2019,03/09/2019,08/06/2019,
521,2019-IIF-060,IIFEQ 2019,OBRA,REMANENTES 25% FAM POTENCIADO,Construccion de dos aulas didacticas,99P,FAM BASICA 2019," $1,312,119.29 ",,,,,,,,,, EN LICITACION  ,,Lourdes,Corregidora,24/07/2019,11/10/2019,08/06/2019,
522,2019-IIF-044,IIFEQ 2019,OBRA,99P FAM BÁSICA 2019, Construcción de un aula didáctica ,99P,FAM BASICA 2019," $642,749.68 ",,,,,,,,,," $642,749.68 ",, La Giega , El Marqués  ,10/06/2019,18/08/2019,08/06/2019,
523,2019-IIF-059,IIFEQ 2019,OBRA,REMANENTES 25% FAM POTENCIADO,Construcción de un aula didáctica,99P,FAM BASICA 2019," $745,061.09 ",,,,,,,,,, EN LICITACION  ,,Urecho,Colón,26/06/2019,03/09/2019,08/06/2019,
524,2019-IIF-061,IIFEQ 2019,OBRA,REMANENTES 25% FAM POTENCIADO,Construcción de un aula didáctica,99P,FAM BASICA 2019," $709,264.58 ",,,,,,,,,, EN LICITACION  ,,San Fandila,Pedro Escobedo,24/07/2019,01/10/2019,08/06/2019,
525,2019-IIF-062,IIFEQ 2019,OBRA,REMANENTES 25% FAM POTENCIADO,Construcción de un aula didáctica,99P,FAM BASICA 2019," $595,235.65 ",,,,,,,,,, EN LICITACION  ,,Laguna de Servin,Amealco,24/07/2019,01/10/2019,08/06/2019,
526,2019-IIF-063,IIFEQ 2019,OBRA,REMANENTES 25% FAM POTENCIADO,Construcción de un aula didáctica,99P,FAM BASICA 2019," $1,085,825.46 ",,,,,,,,,, EN LICITACION  ,,San Rafael,Corregidora,24/07/2019,01/10/2019,08/06/2019,
527,2019-IIF-064,IIFEQ 2019,OBRA,REMANENTES 25% FAM POTENCIADO,Construcción de un aula didáctica,99P,FAM BASICA 2019," $653,992.55 ",,,,,,,,,, EN LICITACION  ,,San Miguel Amazcala,El Marqués,24/07/2019,01/10/2019,08/06/2019,
528,2019-IIF-065,IIFEQ 2019,OBRA,REMANENTES 25% FAM POTENCIADO,Construcción de un aula didáctica,99P,FAM BASICA 2019," $749,885.25 ",,,,,,,,,, EN LICITACION  ,,La Loma,El Marqués,24/07/2019,01/10/2019,08/06/2019,
529,2019-00550,IIFEQ 2019,OBRA,RECURSO ESTATAL,Construcción de barda perimetral y rehabilitación ,,,,21E,ISN EMPRESA," $2,000,000.00 ",,,,,,, EN LICITACION  ,,Arroyo Seco,Arroyo Seco,,,08/06/2019,
530,2019-00546,IIFEQ 2019,OBRA,RECURSO ESTATAL,Construcción de barda perimetral,,,,21E,ISN EMPRESA," $2,499,999.98 ",,,,,,, EN LICITACION  ,,Tonatico,Pinal de Amoles,,,08/06/2019,
531,2019-00570,IIFEQ 2019,OBRA,RECURSO ESTATAL,Construcción de Barda ( terminación)  y  rehabilitación ,,,,21E,ISN EMPRESA," $4,000,000.00 ",,,,,,, EN LICITACION  ,,Amealco de Bonfil,Amealco,,,08/06/2019,
532,2019-00545,IIFEQ 2019,OBRA,RECURSO ESTATAL,Rehabilitación general y barda,,,,21E,ISN EMPRESA," $2,499,999.99 ",,,,,,, EN LICITACION  ,,San Rafael,Corregidora,,,08/06/2019,
533,2019-00561,IIFEQ 2019,OBRA,RECURSO ESTATAL,Rehabilitación general,,,,21E,ISN EMPRESA," $1,999,999.99 ",,,,,,, EN LICITACION  ,,Villa Progreso,Ezequiel Montes,,,08/06/2019,
534,2019-00509,IIFEQ 2019,OBRA,RECURSO ESTATAL,Construcción de laboratorio multidisciplinario ,,,,21E,ISN EMPRESA," $1,974,999.98 ",,,,,,, EN LICITACION  ,,Bernal,Ezequiel Montes,,,08/06/2019,
535,2019-00552,IIFEQ 2019,OBRA,RECURSO ESTATAL,Terminación de Hangar,,,,21E,ISN EMPRESA," $7,499,143.72 ",,,,,,, EN LICITACION  ,,LA GRIEGA,El Marqués,,,08/06/2019,
536,01-CEA-PCEA-DDHC-19-OP-01-EL,CEA 2019,OBRA,PCEA,"REEMPLAZO DE REDES DE ALCANTARILLADO SANITARIO EN LA COL. SAN PEDRITO PEÑUELAS (2DA ETAPA), QUERÉTARO, QRO.",,,,,,,,,,,,," $11,262,302.38 ",,SAN PEDRITO PEÑUELAS (COMITÉ I),QUERÉTARO,29/04/2019,27/07/2019,08/06/2019,
537,02-CEA-PCEA-DDHC-19-OP-02-EL,CEA 2019,OBRA,PCEA,"OBRAS COMPLEMENTARIAS DEL SISTEMA DE DRENAJE SANITARIO PARA LA COL. MELCHOR OCAMPO, QUERÉTARO, QRO.""",,,,,,,,,,,,," $959,531.79 ",,MELCHOR OCAMPO (COMITÉ III),QUERÉTARO,31/04/2019,29/05/2019,08/06/2019,
538,55-CEA-PCEA-DDHC-18-OP-55-EL,CEA 2019,OBRA,PCEA,"REEMPLAZO DE LÍNEAS DE DISTRIBUCIÓN DE AGUA POTABLE EN CALLE PASEO DEL CAIRO, ENTRE LAS CALLES PASEO DE ATENAS Y PASEO MÉXICO, COL. TEJEDA, MPIO. DE CORREGIDORA, QRO.",,,,,,,,,,,,," $701,016.33 ",,TEJEDA,CORREGIDORA,15/01/2019,15/03/2019,08/06/2019,
