id_obra,subobra_id,num_obra,nombre_obra,mmunicipio,localidad,tipo_proyecto,ejecutora,normativa,clasificador_plan_estatal,cantidad_metas,unidad_metas,contratista,inicio_obra,termino_obra,status_obra,avance,monto_aprobado,fondo,ff_federal,importe_federal,aportacion_federal,ff_estatal,importe_esatal,aportacion_estatal,ff_municipal,importe_municipal,aportacion_municipal,ff_otros,imprte_otros,aportacion_otros,ff_recursos_propios,importe_recursos_propios,aportacion_recursos_propios,monto_contratado,monto_ejercido,status,solicitud_baja,baja_justificacion,baja_respuesta
470,,2019-00445,EMPEDRADO DE CAMINOS EN LA LOCALIDAD DE LAS SALVAS,AMEALCO,LAS SALVAS,,P.M. AMEALCO,P.M. AMEALCO,INFRAESTRUCTURA,3753,METROS CUADRADOS,OLVERA SAN JUAN ALBERTO,19/07/2019,19/11/2019,APROBADO,25,993265.06,ISN 2019,,0,0,08Q,993265.06,100,,0,0,,0,0,,,,993265.06,297979.51,,,,
471,,2019-00446,EMPEDRADO DE CAMINO SALTO NEGRO EN LA LOCALIDAD DE RINCÓN DE SAN ILDEFONSO,AMEALCO,"RINCON DE SAN ILDEFONSO, EL",,P.M. AMEALCO,P.M. AMEALCO,INFRAESTRUCTURA,1980,METROS CUADRADOS,FLORES OBREGON JOSE,18/07/2019,15/10/2019,APROBADO,80,499747.69,ISN 2019,,0,0,08Q,499747.69,100,,0,0,,0,0,,,,499747.69,149924.3,,,,
472,,2019-00447,EMPEDRADO DE CAMINO EN LA LOCALIDAD DE LLANO LARGO,AMEALCO,LLANO LARGO,,P.M. AMEALCO,P.M. AMEALCO,INFRAESTRUCTURA,1354.5,METROS CUADRADOS,FLORES OBREGON JOSE,18/07/2019,15/10/2019,APROBADO,80,499889.77,ISN 2019,,0,0,08Q,499889.77,100,,0,0,,0,0,,,,499889.77,149966.93,,,,
473,,2019-00448,EMPEDRADO DE CALLE  EN LA LOCALIDAD DE GALINDILLO,AMEALCO,GALINDILLO,,P.M. AMEALCO,P.M. AMEALCO,INFRAESTRUCTURA,1806.5,METROS CUADRADOS,FLORES FLORES GREGORIO,18/07/2019,15/10/2019,APROBADO,90,499066.71,ISN 2019,,0,0,08Q,499066.71,100,,0,0,,0,0,,,,499066.71,149720.01,,,,
474,,2019-00449,EMPEDRADO DE CAMINO EN LA LOCALIDAD DE EL RINCÓN,AMEALCO,"RINCON, EL",,P.M. AMEALCO,P.M. AMEALCO,INFRAESTRUCTURA,3741,METROS CUADRADOS,OLVERA SAN JUAN ALBERTO,20/07/2019,20/11/2019,APROBADO,71,999864.75,ISN 2019,,0,0,08Q,999864.75,100,,0,0,,0,0,,,,999864.75,299959.42,,,,
475,,2019-00450,EMPEDRADO DE CAMINO A LA LADERA EN LA LOCALIDAD DE SAN PEDRO TENANGO,AMEALCO,SAN PEDRO TENANGO,,P.M. AMEALCO,P.M. AMEALCO,INFRAESTRUCTURA,4012.8,METROS CUADRADOS,MARQUEZ DIAZ OLGA MARIA,19/07/2019,19/11/2019,APROBADO,20,999801.21,ISN 2019,,0,0,08Q,999801.21,100,,0,0,,0,0,,,,999801.21,299940.36,,,,
476,,2019-00451,REHABILITACIÓN DE LA CALLE VICENTE GUERRERO EN AMEALCO DE BONFIL,AMEALCO,AMEALCO,,P.M. AMEALCO,P.M. AMEALCO,INFRAESTRUCTURA,2852.59,METROS CUADRADOS,CONSTRUCCIONES INTERESTATALES S.A. DE C.V.,14/08/2019,11/11/2019,APROBADO,15,1486316.44,ISN 2019,,0,0,08Q,1486316.44,100,,0,0,,0,0,,,,1486316.44,445894.93,,,,
477,,2019-00452,EMPEDRADO DE CAMINOS EN LA LOCALIDAD DE SAN MART�?N,AMEALCO,SAN MARTIN,,P.M. AMEALCO,P.M. AMEALCO,INFRAESTRUCTURA,3345,METROS CUADRADOS,MARQUEZ DIAZ OLGA MARIA,20/07/2019,20/11/2019,APROBADO,71,999842.83,ISN 2019,,0,0,08Q,999842.83,100,,0,0,,0,0,,,,999842.83,299952.84,,,,
478,,2019-00453,EMPEDRADO DE CAMINO EN LA LOCALIDAD DE SANTIAGO MEXQUITITLAN BARRIO 5TO.,AMEALCO,SANTIAGO MEXQUITITLAN BARR.5TO. (EL PASTOREO),,P.M. AMEALCO,P.M. AMEALCO,INFRAESTRUCTURA,930,METROS CUADRADOS,FLORES FLORES GREGORIO,18/07/2019,15/10/2019,APROBADO,90,499976.79,ISN 2019,,0,0,08Q,499976.79,100,,0,0,,0,0,,,,499976.79,149993.03,,,,
479,,2019-00454,URBANIZACION DE CALLE QUE PARTE DEL CENTRO DE SALUD DE LA LOCALIDAD DE SAN MIGUEL PALMAS EN EL MUNICIPIO DE PEÑAMILLER,PEÑAMILLER,SAN MIGUEL PALMAS (MISION DE PALMAS),,P.M. PEÑAMILLER,SEDESOQ,INFRAESTRUCTURA,1582.76,M2 (PAVIMENTO CONCRETO),ABASTECIMIENTO DISEÑO DESARROLLO Y CREACION S.A. DE C.V.,11/07/2019,08/10/2019,APROBADO,12,1340908.94,ISN 2019,,0,0,08Q,1340908.94,100,,0,0,,0,0,,,,1340908.94,402272.68,,,,
480,,2019-00455,PAVIMENTACION CON CONCRETO HIDRAULICO EN CALLE PRINCIPAL EN LA LOCALIDAD DE EL ALAMO EN EL MUNICIPIO DE PEÑAMILLER QUERETARO.,PEÑAMILLER,"ALAMO, EL",,P.M. PEÑAMILLER,SEDESOQ,INFRAESTRUCTURA,479.95,M2 (PAVIMENTO CONCRETO),GRAZZO CONSTRUCCIONES S.A. DE C.V.,24/07/2019,01/10/2019,APROBADO,45,395637.57,ISN 2019,,0,0,08Q,395637.57,100,,0,0,,0,0,,,,395637.57,118691.27,,,,
481,,2019-00456,"PAVIMENTACION CON CONCRETO HIDRAULICO EN CALLE PRINCIPAL EN LA LOCALIDAD DE MORENOS EN EL MUNICIPIO DE PEÑAMILLER, QUERETARO.					",PEÑAMILLER,"MORENOS, LOS",,P.M. PEÑAMILLER,SEDESOQ,INFRAESTRUCTURA,475.13,M2 (PAVIMENTO CONCRETO),JULIAN CAMPO FEREGRINO,31/07/2019,28/09/2019,APROBADO,18,399713.62,ISN 2019,,0,0,08Q,399713.62,100,,0,0,,0,0,,,,399713.62,119914.08,,,,
482,,2019-00457,"AMPLIACION DE RED DE DISTRIBUCION DE ENERGIA ELECTRICA EN EL ATORON, PEÑAMILLER  51094",PEÑAMILLER,"ATORON, EL",,P.M. PEÑAMILLER,SEDESOQ,INFRAESTRUCTURA,2,POSTES,CONSTRUCCIONES ELÉCTRICAS DE MONTES S.A. DE C.V.,26/06/2019,23/09/2019,APROBADO,96,189236.4,FISE 2019,05Q,189236.4,100,,0,0,,0,0,,0,0,,,,189236.4,87447.63,,,,
483,,2019-00458,"AMPLIACIÓN DE RED DE DISTRIBUCIÓN DE ENERG�?A ELÉCTRICA EN LAS ENRAMADAS, PEÑAMILLER, QRO. 51104",PEÑAMILLER,"ENRAMADAS, LAS",,P.M. PEÑAMILLER,SEDESOQ,INFRAESTRUCTURA,7,POSTES,CONSTRUCTORA ELECTRICA ARRIAGA S.A. DE C.V.,26/06/2019,23/09/2019,APROBADO,45,390772.89,FISE 2019,05Q,390772.89,100,,0,0,,0,0,,0,0,,,,390772.89,117231.86,,,,
484,,2019-00459,"AMPLIACIÓN DE RED DE DISTRIBUCIÓN DE ENERG�?A ELÉCTRICA EN EL FRONTONCILLO, PEÑAMILLER, QRO. 51120",PEÑAMILLER,"FRONTONCILLO, EL",,P.M. PEÑAMILLER,SEDESOQ,INFRAESTRUCTURA,7,POSTES,CONSTRUCTORA ELECTRICA ARRIAGA S.A. DE C.V.,26/06/2019,23/09/2019,APROBADO,94,499702.43,FISE 2019,05Q,499702.43,100,,0,0,,0,0,,0,0,,,,499702.43,310767.38,,,,
485,,2019-00460,PAVIMENTACION DE CALLE LIQUIDAMBAR EN BARRIO LA LOMA EN LA CABECERA MUNICIPAL,PINAL DE AMOLES,PINAL DE AMOLES,,P.M. PINAL,SEDESOQ,INFRAESTRUCTURA,2767.52,M2 (PAVIMENTO CONCRETO),INGENIERIA CONTROL EN OBRA CIVIL SERVICIOS Y ARRENDAMIENTO S. DE R.L. DE C.V.,25/06/2019,31/10/2019,APROBADO,44,6449669.32,ISN 2019,,0,0,08Q,6449669.32,100,,0,0,,0,0,,,,6449669.32,3423136.37,,,,
486,,2019-00461,"CONSTRUCCIÓN DE BARDA Y REHABILITACIÓN GENERAL, EN LA TELESECUNDARIA AMADO NERVO, EN SAN PEDRO, HUIMILPAN, QRO. (PEO: 19-041)",HUIMILPAN,SAN PEDRO,,IIFEQ,IIFEQ,EDUCACION,2932.55,METROS CUADRADOS,UGALDE CHAPARRRO JOSE ALVARO,24/07/2019,21/09/2019,APROBADO,20,1418567.26,ISN 2019,,0,0,08Q,1418567.26,100,,0,0,,0,0,,,,1418567.26,425570.17,,,,
487,,2019-00462,"URBANIZACION DE CALLE PUERTO VALLARTA Y AVENIDA BELLA VISTA EN LA LOCALIDAD DE EL PUERTO DEL AHORCADO EN EL MUNICIPIO DE PEÑAMILLER, QUERETARO",PEÑAMILLER,"PUERTO, EL",,P.M. PEÑAMILLER,SEDESOQ,INFRAESTRUCTURA,714.75,M2 (PAVIMENTO CONCRETO),ABASTECIMIENTO DISEÑO DESARROLLO Y CREACION S.A. DE C.V.,26/06/2019,23/09/2019,APROBADO,99,697569.82,ISN 2019,,0,0,08Q,697569.82,100,,0,0,,0,0,,,,697569.82,692429.66,,,,
488,,2019-00463,"CONSTRUCCIÓN DE TECHUMBRES EN UNIDAD DEPORTIVA CADEREYTA, CADEREYTA DE MONTES, QRO",CADEREYTA,CADEREYTA,,CEIQ,SEDESOQ,DEPORTE,1722.24,M2 (TECHUMBRE),TÉCNICAS E IDEAS CONSTRUCTIVAS M4 S.A. DE C.V.,08/07/2019,04/11/2019,APROBADO,36,4804488.4,ISN 2019,,0,0,08Q,4804488.4,100,,0,0,,0,0,,,,4804488.4,1822113.31,,,,
489,,2019-00464,"URBANIZACION DE CALLE QUE PARTE DEL CENTRO DE SALUD A LA ZONA SUR DE LA LOCALIDAD DE LA ESTACION EN EL MUNICIPIO DE PEÑAMILLER, QUERETARO",PEÑAMILLER,"ESTACION, LA",,P.M. PEÑAMILLER,SEDESOQ,INFRAESTRUCTURA,815.29,M2 (PAVIMENTO CONCRETO),CAMOMO S.A. DE C.V.,11/07/2019,08/10/2019,APROBADO,45,1298329.51,ISN 2019,,0,0,08Q,1298329.51,100,,0,0,,0,0,,,,1298329.51,389498.85,,,,
490,,2019-00465,"CONSTRUCCIÓN DE TECHUMBRES EN ESCUELAS PRIMARIAS: VENUSTIANO CARRANZA EN LA COMUNIDAD DE LOS R�?OS; FRANCISCO ZARCO, EN LA COMUNIDAD DE LOS MAQUEDA; 16 DE SEPTIEMBRE, EN LA COMUNIDAD DE BOYÉ; ADOLFO LÓPEZ MATEOS, EN LA COMUNIDAD DE VILLA NUEVA; LEONA VICARIO, EN LA COMUNIDAD LLANITOS DE PATHÉ;  Y EN LA COMUNIDAD DE PUERTO DEL SALITRE; TODAS EN EL MUNICIPIO DE CADEREYTA DE MONTES, QUERÉTARO, QRO",CADEREYTA,CADEREYTA,,CEIQ,SEDESOQ,EDUCACION,2230.56,M2 (TECHUMBRE),PEÑA BALTAZAR JIMMY JAVIER,05/08/2019,02/12/2019,APROBADO,8,5987971.07,ISN 2019,,0,0,08Q,5987971.07,100,,0,0,,0,0,,,,5987971.07,1796391.32,,,,
491,,2019-00466,"CONSTRUCCIÓN DE TECHUMBRES: EN TELESECUNDARIA JOSÉ MA. LAFRAGUA, EN LA COMUNIDAD DE HIGUERILLAS; EN ESCUELA PRIMARIA IGNACIO ZARAGOZA, EN LA COMUNIDAD DE SAN JOSÉ TEPOZ�?N; Y EN LAS COMUNIDADES DE LOMA DE GUADALUPE, LA TINAJA Y LA ESPERANZA; TODAS EN EL MUNICIPIO DE CADEREYTA, QUERÉTARO",CADEREYTA,CADEREYTA,,CEIQ,SEDESOQ,EDUCACION,2374.2,M2 (TECHUMBRE),PEÑA BALTAZAR JIMMY JAVIER,05/08/2019,02/12/2019,APROBADO,8,7138756.59,ISN 2019,,0,0,08Q,7138756.59,100,,0,0,,0,0,,,,7138756.59,2141626.97,,,,
492,,2019-00467,"PROGRAMA DE FOMENTO AL DESARROLLO AGROPECUARIO, FORESTAL Y PESCA TERCERA ETAPA.",ALCANCE ESTATAL,ALCANCE ESTATAL,,SEDEA,SEDEA,DESARROLLO AGROPECUARIO,3,ACCIONES,,,,APROBADO,62,23091380,ISN 2019,,0,0,08Q,23091380,100,,0,0,,0,0,,,,0,15959468,,,,
493,,2019-00468,"MEJORAMIENTO DE CALLE MANZANILLA, COL. EL ROMERILLAL, DELEGACIÓN FÉLIX OSORES SOTOMAYOR, QURÉTARO, QRO.",QUERETARO,"ROMERILLAL, EL",,CEIQ,SEDESOQ,INFRAESTRUCTURA,1945.44,M2 (EMPEDRADO),CHAVERO Y VEGA CONSTRUCTORES S.A. DE C.V.,12/08/2019,09/11/2019,APROBADO,11,1797663.57,ISN 2019,,0,0,08Q,1797663.57,100,,0,0,,0,0,,,,1797663.57,539299.07,,,,
494,,2019-00469,"MEJORAMIENTO DE CALLE L�?ZARO GUTIÉRREZ LARA Y ARCA DE NOÉ EN LA COLONIA ROSENDO SALAZAR, QUERÉTARO, QRO.",QUERETARO,ROSENDO SALAZAR I,,CEIQ,SEDESOQ,INFRAESTRUCTURA,2345,M2 (EMPEDRADO),GRUPO MR ARQUITECTOS S DE RL DE CV,10/07/2019,07/10/2019,APROBADO,53,2304146.36,ISN 2019,,0,0,08Q,2304146.36,100,,0,0,,0,0,,,,2304146.36,691243.9,,,,
495,,2019-00470,"MEJORAMIENTO DE ESPACIO DEPORTIVO EN LA COLONIA MIGUEL HIDALGO, DELEGACIÓN FÉLIX OSÓRES, QUERÉTARO, QRO",QUERETARO,MIGUEL HIDALGO,,CEIQ,SEDESOQ,DEPORTE,632.64,M2 (CANCHA),GRUPO RV EQUIPO Y CONSTRUCCION S.A. DE C.V.,10/07/2019,06/11/2019,APROBADO,35,2585558.25,ISN 2019,,0,0,08Q,2585558.25,100,,0,0,,0,0,,,,2585558.25,775667.47,,,,
496,,2019-00471,"CONSTRUCCIÓN DE DREN PLUVIAL EN EL FRACCIONAMIENTO FRAY JUN�?PERO SERRA SEGUNDA ETAPA, MUNICIPIO DE QUERETARO, QRO",QUERETARO,ZONA METROPOLITANA,,CEIQ,SEDESOQ,INFRAESTRUCTURA,315,ML(DRENAJE PLUVIAL),CONSTRUCTORA NOVAL S.A. DE C.V.,12/08/2019,09/12/2019,APROBADO,16,6808288.26,ISN 2019,,0,0,08Q,6808288.26,100,,0,0,,0,0,,,,6808288.26,2042486.47,,,,
497,,2019-00472,"MEJORAMIENTO DE INFRAESTRUCTURA HIDR�?ULICA Y SANITARIA EN CALLE BENITO JUAREZ Y LEONA VICARIO Y AMPLIACIÓN DE RED DE DRENAJE PLUVIAL EN CALLE BENITO JU�?REZ Y PINO SU�?REZ, MUNICIPIO DE SAN JOAQU�?N, QUÉRETARO",SAN JOAQUIN,SAN JOAQUIN,,CEIQ,SEDESOQ,INFRAESTRUCTURA,260,SANITARIOS,CORPORATIVO VELTORMART S.A. DE C.V.,11/07/2019,08/09/2019,APROBADO,38,2895534.61,ISN 2019,,0,0,08Q,2895534.61,100,,0,0,,0,0,,,,2895534.61,868660.38,,,,
498,,2019-00473,"CONSTRUCCIÓN DE TECHUMBRE, EN LA PRIMARIA BENITO JU�?REZ, EN EL REFUJIO, ARROYO SECO, QRO. (PEO: 19-037)",ARROYO SECO,"REFUGIO, EL",,IIFEQ,IIFEQ,EDUCACION,717.39,METROS CUADRADOS,BUENO SANJUAN J. NOE,24/07/2019,01/10/2019,APROBADO,10,1629841.75,ISN 2019,,0,0,08Q,1629841.75,100,,0,0,,0,0,,,,1629841.75,488952.52,,,,
499,,2019-00474,SEÑALÉTICA CARRETERA DE PUEBLOS M�?GICOS AMEALCO Y CADEREYTA,ALCANCE REGIONAL,ALCANCE REGIONAL,,CEIQ,TURISMO,TURISMO,105,PZA(SEÑALAMIENTO VERTICAL),REXY S.A. DE C.V.,12/08/2019,08/01/2020,APROBADO,6,1996079.74,ISN 2019,,0,0,08Q,1996079.74,100,,0,0,,0,0,,,,1996079.74,598823.92,,,,
500,,2019-00475,"CONSTRUCCIÓN DE BARDA, EN LA TELESECUNDARIA RICARDO FLORES MAGON, EN TIERRA BLANCA, EL MARQUES, QRO. (PEO: 19-040)",EL MARQUES,TIERRA BLANCA,,IIFEQ,IIFEQ,EDUCACION,81.9,METROS LINEALES,UGALDE CHAPARRRO JOSE ALVARO,24/07/2019,01/10/2019,APROBADO,4,1863440.6,ISN 2019,,0,0,08Q,1863440.6,100,,0,0,,0,0,,,,1863440.6,559032.18,,,,
501,,2019-00476,"TRANSFERENCIA DE ESCUELAS AL CIEN, REMANENTES 25% FAM POTENCIADO EDUCACIÓN B�?SICA (SEGUNDA PARTE)",ALCANCE ESTATAL,ALCANCE ESTATAL,,IIFEQ,IIFEQ,EDUCACION,1,TRANSFERENCIA,,,,APROBADO,,6017466.28,FAM BASICA 2019,99P,6017466.28,100,,0,0,,0,0,,0,0,,,,0,6017466.28,,,,
502,,2019-00477,"TRANSFERENCIA DE ESCUELAS AL CIEN, REMANENTES 25% FAM POTENCIADO EDUCACIÓN MEDIA SUPERIOR (SEGUNDA PARTE)",ALCANCE ESTATAL,ALCANCE ESTATAL,,IIFEQ,IIFEQ,EDUCACION,1,TRANSFERENCIA,,,,APROBADO,,406438.25,FAM MEDIA SUP 2019,01Q,406438.25,100,,0,0,,0,0,,0,0,,,,0,406438.25,,,,
503,,2019-00478,"TRANSFERENCIA DE ESCUELAS AL CIEN, REMANENTES 25% FAM POTENCIADO EDUCACIÓN SUPERIOR (SEGUNDA PARTE)",ALCANCE ESTATAL,ALCANCE ESTATAL,,IIFEQ,IIFEQ,EDUCACION,1,TRANSFERENCIA,,,,APROBADO,,1899066.14,FAM SUP 2019,02Q,1899066.14,100,,0,0,,0,0,,0,0,,,,0,1899066.14,,,,
504,,2019-00479,AMPLIACIÓN DE RED DE DRENAJE SANITARIO EN CALLE FRANCISCO M�?RQUEZ LA LOMA ARROYO SECO QRO - 18525,ARROYO SECO,"LOMA, LA",,P.M. ARROYO S.,SEDESOQ,INFRAESTRUCTURA,163,METROS LINEALES,OLVERA SAN JUAN ALBERTO,22/07/2019,31/10/2019,APROBADO,12,374591.23,FISE 2019,05Q,374591.23,100,,0,0,,0,0,,0,0,,,,374591.23,112377.36,,,,
505,,2019-00480,AMPLIACIÓN DE RED DE DRENAJE SANITARIO EN CALLE ANDRÉS BALVANERA Y ANDADOR DEL COCHINITO ARROYO SECO QRO - 18017,ARROYO SECO,ARROYO SECO,,P.M. ARROYO S.,SEDESOQ,INFRAESTRUCTURA,248,METROS LINEALES,OLVERA SAN JUAN ALBERTO,22/07/2019,31/10/2019,APROBADO,10,569965.87,FISE 2019,05Q,569965.87,100,,0,0,,0,0,,0,0,,,,569965.87,170989.76,,,,
506,,2019-00481,"CONSTRUCCIÓN DE TECHUMBRE E ILUMINACIÓN EN ALBERGUE ESCOLAR GABRIELA MISTRAL EN LA CABECERA MUNICIPAL, ARROYO SECO",ARROYO SECO,ARROYO SECO,,P.M. ARROYO S.,SEDESOQ,INFRAESTRUCTURA,1,ARCOTECHOS,CONSORCIO SIEGOR S.A. DE C.V.,01/08/2019,25/11/2019,APROBADO,15,1499009.42,ISN 2019,,0,0,08Q,1499009.42,100,,0,0,,0,0,,,,1499009.42,449702.82,,,,
507,,2019-00482,"MEJORAMIENTO DE LA IMAGEN URBANA EN LA CALLE EMILIANO ZAPATA Y BENITO JUAREZ, SAN JOAQUIN, QRO. ",SAN JOAQUIN,SAN JOAQUIN,,CEIQ,TURISMO,TURISMO,1000,METROS CUADRADOS,CORPORATIVO VELTORMART S.A. DE C.V.,12/08/2019,09/12/2019,APROBADO,20,2867011.76,ISN 2019,,0,0,08Q,2867011.76,100,,0,0,,0,0,,,,2867011.76,860103.52,,,,
508,,2019-00483,"REHABILITACIÓN GENERAL, EN LA PRIMARIA CINCO DE MAYO, EN PIEDRAS ANCHAS, JALPAN DE SERRA, QRO. (PEO 19-042).",JALPAN,PIEDRAS ANCHAS,,IIFEQ,IIFEQ,EDUCACION,2894,METROS CUADRADOS,ESPINOZA OLVERA JUAN DANIEL,31/07/2019,28/09/2019,APROBADO,10,1403146.42,ISN 2019,,0,0,08Q,1403146.42,100,,0,0,,0,0,,,,1403146.42,420943.92,,,,
509,,2019-00484,"TERMINACIÓN DE TECHUMBRE Y REHABILITACIÓN, EN EL PREESCOLAR CREATIVIDAD, EN LA LAGUNITA, LANDA DE MATAMOROS, QRO. (PEO 19-043)",LANDA DE MATAMOROS,"LAGUNITA, LA",,IIFEQ,IIFEQ,EDUCACION,281,METROS CUADRADOS,,,,APROBADO,,1499999.99,ISN 2019,,0,0,08Q,1499999.99,100,,0,0,,0,0,,,,0,0,,,,
510,,2019-00485,REHABILITACIÓN Y MEJORAMIENTO DE IMAGEN URBANA DE ESPACIOS PÚBLICOS EN PEDRO ESCOBEDO,PEDRO ESCOBEDO,PEDRO ESCOBEDO,,P.M. P. ESCOBEDO,TURISMO,TURISMO,12,POSTES,RUBIO ARTEAGA URIEL,29/07/2019,26/10/2019,APROBADO,15,4444213.79,ISN 2019,,0,0,08Q,4444213.79,100,,0,0,,0,0,,,,4444213.79,1333264.13,,,,
511,,2019-00486,"ADECUACIONES, SENDERO Y ACCIONES DE PROTECCIÓN EN LA ZONA ARQUEOLÓGICO EL CERRITO",CORREGIDORA,"PUEBLITO, EL",,CEIQ,TURISMO,TURISMO,410,METROS LINEALES,NUEVO URBANISMO LATINOAMERICANO S.A. DE C.V.,29/07/2019,25/11/2019,APROBADO,16,14551720.39,ISN 2019,,0,0,08Q,14551720.39,100,,0,0,,0,0,,,,14551720.39,4365516.11,,,,
512,,2019-00487,"TERMINACIÓN DE BARDA PERIMETRAL, EN EL PREESCOLAR JOSÉ GUADALUPE POSADA, EN EL PARAISO, EL MARQUES, QRO. (PEO: 19-060)",EL MARQUES,"PARAISO, EL",,IIFEQ,IIFEQ,EDUCACION,46.07,EDIFICIO,GREEN LAND SYSTEM S.A DE C.V.,31/07/2019,28/09/2019,APROBADO,28,1238642.87,ISN 2019,,0,0,08Q,1238642.87,100,,0,0,,0,0,,,,1238642.87,371592.86,,,,
513,,2019-00488,"CONSTRUCCIÓN DE TECHUMBRE Y  REHABILITACIÓN, EN LA SECUNDARIA TÉCNICA NO. 12 IGNACIO MANUEL ALTAMIRANO, EN MENCHACA II, QUERÉTARO, QRO. (PEO: 19-046)",QUERETARO,COL. MENCHACA II,,IIFEQ,IIFEQ,EDUCACION,606.3,M2 (TECHUMBRE),RODRIGUEZ AGUILERA ERWIN,31/07/2019,18/10/2019,APROBADO,10,2325024.23,ISN 2019,,0,0,08Q,2325024.23,100,,0,0,,0,0,,,,2325024.23,697507.26,,,,
514,,2019-00489,"CONSTRUCCIÓN DE BARDA PERIMETRAL Y TECHUMBRE, EN LA TELESECUNDARIA JESUS URUETA, LA ESTACADA, QUERÉTARO, QRO. (PEO: 19-047)",QUERETARO,"ESTACADA, LA",,IIFEQ,IIFEQ,EDUCACION,128.27,METROS LINEALES,VILLEDA RESENDIZ SANTOS IVAN,31/07/2019,08/10/2019,APROBADO,15,1755687.37,ISN 2019,,0,0,08Q,1755687.37,100,,0,0,,0,0,,,,1755687.37,526706.21,,,,
515,,2019-00490,"CONSTRUCCIÓN DE TECHUMBRE EN LA PRIMARIA BENITO JU�?REZ, EN EL PERAL, HUIMILPAN, QRO. (PEO: 19-057)",HUIMILPAN,"PERAL, EL",,IIFEQ,IIFEQ,EDUCACION,128.64,M2 (TECHUMBRE),RAMIREZ GARCIA MARIO ALBERTO,31/07/2019,08/10/2019,APROBADO,5,1105175.99,ISN 2019,,0,0,08Q,1105175.99,100,,0,0,,0,0,,,,1105175.99,331552.79,,,,
516,,2019-00491,"REHABILITACIÓN Y REPARACIÓN DE BARDA, EN EL PREESCOLAR QUERÉTARO, EN EL RANCHITO, PINAL DE AMOLES, QRO. (PEO: 19-045)",PINAL DE AMOLES,"RANCHITO, EL",,IIFEQ,IIFEQ,EDUCACION,2203.82,METROS CUADRADOS,ESPINOZA OLVERA JUAN DANIEL,31/07/2019,28/09/2019,APROBADO,10,1186269.04,ISN 2019,,0,0,08Q,1186269.04,100,,0,0,,0,0,,,,1186269.04,355880.71,,,,
517,,2019-00492,"EQUIPAMIENTO COMPLEMENTARIO DEL HOTEL ECOTUR�?STICO EL ANZUELO EN TZIBANZ�?, CADEREYTA DE MONTES. ",CADEREYTA,TZIBANTZA,,TURISMO,TURISMO,TURISMO,172,PIEZAS,,,,APROBADO,1,995469.08,ISN 2019,,0,0,08Q,995469.08,100,,0,0,,0,0,,,,0,0,,,,
518,,2019-00493,"REHABILITACIÓN DE BARDA PERIMETRAL Y REHABILITACIÓN, EN LA PRIMARIA LIC. ADOLFO LÓPEZ MATEOS, EN CERRO DE LA CRUZ, QUERÉTARO, QRO. (PEO: 19-052)",QUERETARO,CERRO DE LA CRUZ,,IIFEQ,IIFEQ,EDUCACION,285.19,METROS LINEALES,VILLEDA RESENDIZ SANTOS IVAN,31/07/2019,18/10/2019,APROBADO,12,2229921.07,ISN 2019,,0,0,08Q,2229921.07,100,,0,0,,0,0,,,,2229921.07,668976.32,,,,
519,,2019-00494,"CONSTRUCCIÓN DE TECHUMBRE Y REHABILITACIÓN EN LA PRIMARIA JOSÉ MAR�?A MORELOS Y PAVÓN, EN SAN FRANCISCO, HUIMILPAN, QRO. (PEO: 19-058)",HUIMILPAN,SAN FRANCISCO (SAN FRANCISCO NEVERIA),,IIFEQ,IIFEQ,EDUCACION,1,ARCOTECHOS,RAMIREZ GARCIA MARIO ALBERTO,31/07/2019,08/10/2019,APROBADO,25,1759309.95,ISN 2019,,0,0,08Q,1759309.95,100,,0,0,,0,0,,,,1759309.95,527792.98,,,,
520,,2019-00495,"APORTACIÓN FEDERAL AL PROGRAMA DE APOYO A LA INFRAESTRUCTURA HIDROAGR�?COLA, COMPONENTE REHABILITACIÓN, MODERNIZACIÓN, TECNIFICACIÓN Y EQUIPAMIENTO DE UNIDADES DE RIEGO EN CONVENIO CON LA CONAGUA.",ALCANCE ESTATAL,ALCANCE ESTATAL,,SEDEA,SEDEA,DESARROLLO AGROPECUARIO,320,HECTAREAS,,,,APROBADO,61,5657886,TECNIF Y EQUIP DE RIEGO 19 FED,76Q,5657886,100,,0,0,,0,0,,0,0,,,,0,5657886,,,,
521,,2019-00496,"APORTACIÓN FEDERAL AL PROGRAMA DE APOYO A LA INFRAESTRUCTURA HIDROAGR�?COLA, DEL COMPONENTE REHABILITACIÓN , MODERNIZACIÓN Y TECNIFICACIÓN DE DISTRITOS DE RIEGO, EN CONVENIO CON LA CONAGUA.",ALCANCE ESTATAL,ALCANCE ESTATAL,,SEDEA,SEDEA,DESARROLLO AGROPECUARIO,202,HECTAREAS,,,,APROBADO,44,4372886,TECNIFICACIÓN DE RIEGO 19 FED,73Q,4372886,100,,0,0,,0,0,,0,0,,,,0,1906555.58,,,,
